Product Name,Brand,Category,Company,Purchase Price,Cost Price,Retail Price,Wholesale Price,Dealer Price,Boxes per Carton,Stock Quantity,Min Stock Level,SKU,Barcode,Description
ZOOM UP BUBBLE GUM Rs:5/-,,Bubble,Bringo Foods,"2,136",,2250,2200,"2,136",12,80,,,,
FISH JAR 200-P,,Bubble,Bringo Foods,"3,600",,3840,3840,"3,600",24,0,,,,
DOLPHIN JAR Rs:2/- 100-P,,Bubble,Bringo Foods,"3,240",,3840,3840,"3,240",24,0,,,,
TENNIS JAR Rs:2/- 100-P,,Bubble,Bringo Foods,"3,240",,3840,3840,"3,240",24,0,,,,
BURGER BUBBLE GUM Rs:5/-,,Bubble,Bringo Foods,"2,580",,2880,2760,"2,580",12,10,,,,
CATO 5 BUBBLE GUM JAR Rs:5/-,,Bubble,Bringo Foods,"5,340",,5520,5520,"5,340",12,0,,,,
BUBBLE BALL GUM Rs:5/-,,Bubble,Bringo Foods,"2,580",,2880,2760,"2,580",12,5,,,,
MR EGG R:50/-,,Egg,Bringo Foods,"4,350",,4560,4560,"4,350",6,0,,,,
BEBO BUBBLE GUM Rs:5/-,,Bubble,Bringo Foods,"2,520",,2760,2760,"2,520",12,0,,,,
ANGRY BIRD Rs:2/- 75-P,,Bubble,Bringo Foods,"3,960",,4320,4320,"3,960",36,5,,,,
SOUR BLAST BUBBLE GUM Rs:5/-,,Bubble,Bringo Foods,"2,520",,2880,2760,"2,520",12,5,,,,
CANDY MANIA RS:2/-,,candy,Bringo Foods,"2,952",,3060,3060,"2,952",36,0,,,,
XXL CANDIES JAR Rs:5/-,,candy,Bringo Foods,"1,980",,2160,2160,"1,980",12,10,,,,
B-CANDY 150-P Rs. 1,,candy,Bringo Foods,"4,104",,4320,4320,"4,104",36,0,,,,
SPOON DIPS Rs:10/-,,candy,Bringo Foods,"4,320",,4560,4560,"4,320",24,0,,,,
SOUR SKULL CANDY Rs:10/-,,candy,Bringo Foods,"4,320",,4560,4560,"4,320",24,0,,,,
NINJA FRUITY Rs.5/- 30-P,,Chew range,Bringo Foods,"2,688",,2832,2832,"2,688",24,0,,,,
BARFI CHEW Rs:2/-,,Chew range,Bringo Foods,"3,060",,3420,3420,"3,060",36,0,,,,
TWIZZLES Rs:10/- LONG CHEWY ROPE,,Chew range,Bringo Foods,"3,960",,4200,4200,"3,960",24,0,,,,
ZOMBIZO CHEW RS :10/- COLA,,Chew range,Bringo Foods,"3,960",,4200,4200,"3,960",24,0,,,,
PARTY SHAKE 30-P Rs. 5,,Chocolate,Bringo Foods,"2,760",,2880,2880,"2,760",24,2,,,,
JET LICK Rs:5/- 30-P,,Lollypop,Bringo Foods,"2,760",,2928,2928,"2,760",24,0,,,,
JET SPORT Rs:5/- 30-P,,Lollypop,Bringo Foods,"2,760",,2880,2880,"2,760",24,5,,,,
LOLLY POP BOX 60-P Rs:2/-,,Lollypop,Bringo Foods,"3,060",,3420,3420,"3,060",36,0,,,,
SOURDIP LOLLY Rs:10/-,,Lollypop,Bringo Foods,"4,200",,4560,4560,"4,200",24,0,,,,
CHEWISH LP Rs:5/-,,Lollypop,Bringo Foods,"3,960",,4440,4440,"3,960",24,20,,,,
BUTTERFLY POP 30-P Rs.5,,Lollypop,Bringo Foods,"2,760",,2880,2880,"2,760",24,5,,,,
TEDDY POP 30-P Rs.5,,Lollypop,Bringo Foods,"2,760",,2880,2880,"2,760",24,5,,,,
POPLIX BUBBLE GUM LOLLIPOP RS:10/-,,Lollypop,Bringo Foods,"5,920",,6160,6160,"5,920",16,0,,,,
TAFINO ZOO CREW TOFFEE RS:5/-,,Toffee,Bringo Foods,"2,688",,2880,2832,"2,688",24,20,,,,
CHILLI CHUNK (5x30x24) Rs. 5,,Chew range,Shalimar / Vania food,2520,,2880,2880,"2,520",24,0,,,,
JACK POT CHEW (5x30x36) Rs. 5,,Chew range,Shalimar / Vania food,3780,,4320,4320,"3,780",36,0,,,,
CHILLI CHASKA (10x24x24) Rs. 10,,Chew range,Shalimar / Vania food,4560,,4680,4680,"4,560",24,0,,,,
PARTY TIME IMLI & COLA (1x200x36) Rs. 1,,Chew range,Shalimar / Vania food,5004,,5400,5400,"5,004",36,0,,,,
CHILLIES STICK (10x24x24) Rs 10,,Chew range,Shalimar / Vania food,3960,,4320,4320,"3,960",24,0,,,,
HORROR CHEW (10x24x18) Rs. 10,,Chew range,Shalimar / Vania food,2970,,3240,3240,"2,970",18,0,,,,
ZOOMBIES CHEW (10x24x24) Rs. 10,,Chew range,Shalimar / Vania food,4632,,4752,4752,"4,632",24,25,,,,
BIG TIKTIOK LOLYPOP (10x50x16) Rs. 10,,Lollypop,Shalimar / Vania food,5952,,6320,6320,"5,952",16,0,,,,
MY LOVE POP POUCH (10x50x16) Rs. 10,,Lollypop,Shalimar / Vania food,4800,,5600,5600,"4,800",16,0,,,,
SIMBA TOFFEE POP (5x50x24) Rs. 5,,Lollypop,Shalimar / Vania food,4200,,4440,4440,"4,200",24,0,,,,
POPA LOLLY POP (5x70x18) Rs. 5,,Lollypop,Shalimar / Vania food,4770,,4950,4950,"4,770",18,0,,,,
SPRITE LOLLYPOP (5x70x18) Rs 5,,Lollypop,Shalimar / Vania food,4770,,4950,4950,"4,770",18,0,,,,
FANTA LOLLYPOP (5x70x18) Rs. 5,,Lollypop,Shalimar / Vania food,4770,,4950,4950,"4,770",18,0,,,,
CHOKI LOLLYPOP (5x70x18) Rs. 5,,Lollypop,Shalimar / Vania food,4770,,4950,4950,"4,770",18,0,,,,
ZOMIX LOLLYPOP (5x70x18) Rs. 5,,Lollypop,Shalimar / Vania food,4770,,4950,4950,"4,770",18,0,,,,
MOODYS CHOCOLATE (10x18x24) Rs. 10,,Chocolate,Shalimar / Vania food,3480,,3600,3600,"3,480",24,0,,,,
CHOCO MASTI (5x100x12) Jar Rs. 5,,Chocolate,Shalimar / Vania food,4620,,4920,4920,"4,620",12,0,,,,
SOFT CHOCOLATE (10x24x24) Rs. 10,,Chocolate,Shalimar / Vania food,4320,,4800,4800,"4,320",24,0,,,,
ONE 2 ONE CHOCOLATE (5x30x24) Rs. 5,,Chocolate,Shalimar / Vania food,2832,,3000,3000,"2,832",24,0,,,,
MR.PEANUT CHOCOLATE (5x30x24) Rs. 5,,Chocolate,Shalimar / Vania food,2832,,3000,3000,"2,832",24,0,,,,
HI CLASS BOX (1x180x36) Rs. 1,,Chocolate,Shalimar / Vania food,5040,,5400,5400,"5,040",36,0,,,,
BUNDLE BIG FOOTBAL JAR (5x60x24) Rs. 5,,Chocolate,Shalimar / Vania food,5328,,5880,5880,"5,328",12,5,,,,
MACKRO CHOCOLATE WAFFER (10x15x24) Rs. 10,,Chocolate,Shalimar / Vania food,2880,,3050,3050,"2,880",24,0,,,,
SPARK CHOCOLATE (20x30x12) Rs. 20,,Chocolate,Shalimar / Vania food,4080,,5400,5400,"4,080",12,0,,,,
DIPPI CUP (CHOC.STB.BAN) (5x60x12)  Rs. 5,,Chocolate,Shalimar / Vania food,2904,,3060,3060,"2,904",12,0,,,,
CHOKEEZ CHOCO & STRAW (5x30x36) Rs. 5,,Chocolate,Shalimar / Vania food,3960,,4140,4140,"3,960",36,0,,,,
MILKISH CHOCOLATE (10x30x18) Rs. 10,,Chocolate,Shalimar / Vania food,3690,,3960,3960,"3,690",18,0,,,,
YOU R MINE (10x30x18) Rs. 10,,Chocolate,Shalimar / Vania food,3690,,3960,3960,"3,690",18,0,,,,
OPPS CHOCOLATE (10x30x18) Rs. 10,,Chocolate,Shalimar / Vania food,3690,,3960,3960,"3,690",18,0,,,,
SILKISH CHOCOLATE (10x30x18) Rs. 10,,Chocolate,Shalimar / Vania food,3690,,3960,3960,"3,690",18,0,,,,
KULFA 42 BOX (5x40x24) Rs. 5,,Toffee,Shalimar / Vania food,3432,,3720,3720,"3,432",24,0,,,,
PURE FRUIT TOFEE JAR (1x240x30) Rs. 1,,Toffee,Shalimar / Vania food,5490,,5850,5850,"5,490",30,0,,,,
"KULFA, CREAMO,MAKHNI, BOX (2x75x24) Rs 2",,Toffee,Shalimar / Vania food,2640,,2880,2880,"2,640",24,0,,,,
BADAMI TOFFEE BOX (5x40x24) Rs. 5,,Toffee,Shalimar / Vania food,3360,,3600,3600,"3,360",24,0,,,,
SPIDERMAN BUBBLE BOX (10x24x24) Rs. 10,,Bubble,Shalimar / Vania food,4440,,4680,4680,"4,440",24,0,,,,
SPORTEES BUBBLE JAR (10x60x12) Rs. 10,,Bubble,Shalimar / Vania food,5268,,5400,5400,"5,268",12,20,,,,
SPORTEES BUBBLE BOX (10x24x24) Rs. 10,,Bubble,Shalimar / Vania food,4392,,4680,4680,"4,392",24,0,,,,
STORNG BUBBLE BOX (10x24x24) Rs. 10,,Bubble,Shalimar / Vania food,4392,,4680,4680,"4,392",24,0,,,,
EXTREME BUBBLE BOX (10x24x24) Rs. 10,,Bubble,Shalimar / Vania food,4392,,4680,4680,"4,392",24,0,,,,
ZOMBO BUBBLE BOX (10x24x24) Rs. 10,,Bubble,Shalimar / Vania food,4392,,4680,4680,"4,392",24,0,,,,
LUDDO BUBBLE JAR (2x120x36) Rs. 2,,Bubble,Shalimar / Vania food,6480,,6840,6840,"6,480",36,0,,,,
BURGER KING BUBBLE BOX (5x72x12) Rs. 5,,Bubble,Shalimar / Vania food,3120,,3360,3360,"3,120",12,0,,,,
ALLIN WAFERS (10x15x18) Rs. 10,,Wafers,Shalimar / Vania food,2196,,2250,2250,"2,196",18,0,,,,
BUBLOO DUBLOO (10x30x18) Rs. 10,,Wafers,Shalimar / Vania food,3600,,3780,3780,"3,600",18,20,,,,
WAFOO BISCIUT (20x12x12) Rs. 20,,Wafers,Shalimar / Vania food,2220,,2340,2340,"2,220",12,0,,,,
TARGET (10x24x24) Rs. 10,,Wafers,Shalimar / Vania food,4392,,4560,4560,"4,392",24,0,,,,
CHILL WILL WAFFER (10x15x24) Rs. 10,,Wafers,Shalimar / Vania food,2928,,3000,3000,"2,928",24,0,,,,
BULBULAY WAFERS (5x30x24) Rs. 5,,Wafers,Shalimar / Vania food,2760,,2880,2880,"2,760",24,0,,,,
TUK TUK WAFERS (10x15x24) Rs. 10,,Wafers,Shalimar / Vania food,2736,,2880,2880,"2,736",24,0,,,,
TIK TIK ROLLS (5x60x18) Rs. 5,,Wafers,Shalimar / Vania food,4104,,4320,4320,"4,104",18,0,,,,
ROLL UP WAFFER (10x15x24) Rs. 10,,Wafers,Shalimar / Vania food,2736,,2880,2880,"2,736",24,0,,,,
ROLLY POLLY WAFFER (10x15x24) Rs. 10,,Wafers,Shalimar / Vania food,2736,,2880,2880,"2,736",24,0,,,,
SUPER BEANS BOX (10x15x24) Rs. 10,,BUNTY,Shalimar / Vania food,2832,,2928,2928,"2,832",24,5,,,,
DIL BUNTY (10x24x24) Rs. 10,,BUNTY,Shalimar / Vania food,4440,,4680,4680,"4,440",24,5,,,,
CHOCO BEANS 30 SHEET (5x30x24) Rs. 5,,BUNTY,Shalimar / Vania food,2880,,3000,3000,"2,880",24,5,,,,
CONE JELLY (5x50x16) Rs. 5,,Jelly,Shalimar / Vania food,2960,,3120,3120,"2,960",16,0,,,,
FRUITREES JELLY (5x50x16) Rs. 5,,Jelly,Shalimar / Vania food,2960,,3120,3120,"2,960",16,0,,,,
FRUIT JELLY STICK (5x60x16) Rs. 5,,Jelly,Shalimar / Vania food,3472,,3680,3680,"3,472",16,0,,,,
QUEEN JELLY (10x30x16) Rs. 10,,Jelly,Shalimar / Vania food,3600,,3840,3840,"3,600",16,0,,,,
BIG FRUIT JELLY (10x24x16) Rs. 10,,Jelly,Shalimar / Vania food,3120,,3360,3360,"3,120",16,0,,,,
LOVE CANDY JAR (5x60x12) Rs. 5,,candy,Shalimar / Vania food,2220,,2520,2520,"2,220",12,0,,,,
KHATAAS APPLE (5x50x12) Rs. 5,,candy,Shalimar / Vania food,2100,,2220,2220,"2,100",12,0,,,,
SAWADI CANDY JAR (5x60x12) Rs. 5,,candy,Shalimar / Vania food,2220,,2520,2520,"2,220",12,0,,,,
KHATAAS COLA (5x50x12) Rs. 5,,candy,Shalimar / Vania food,2100,,2220,2220,"2,100",12,0,,,,
KHATAAS CHILLI (5x50x12) Rs. 5,,candy,Shalimar / Vania food,2100,,2220,2220,"2,100",12,0,,,,
KHATAAS KINU (5x50x12) Rs. 5,,candy,Shalimar / Vania food,2100,,2220,2220,"2,100",12,0,,,,
SAWADI CANDY JAR (2x150x18) Rs. 2,,candy,Shalimar / Vania food,3870,,4140,4140,"3,870",18,0,,,,
Toy Treasure Rs. 10,,Bubble,Bringo Foods,4200,,4560,4560,4200,24,0,,,,
Imli Anardana Rs. 5,,Imli,,2300,,2520,2520,2520,24,30,,,,
Lotery imli Rs. 10,,Imli,,5440,,5920,5920,5920,32,9,,,,
Baba sweat supari Rs. 5,,Supari,,1320,,1980,1980,1980,12,40,,,,
Baba sweat supari Rs. 10,,Supari,,2800,,3480,3480,3480,12,0,,,,
Lado soap 900g,,Soap,Lado,1300,,1400,1400,1400,1,5,,,,
Crunch meva Rs. 10,,Dry fruits,Hira Foods,6300,,6660,6660,6660,36,15,,,,
Panwari pan masala Rs. 5,,Pan masala,Hira Foods,8400,,8880,8880,8880,48,15,,,,
